userId,movieId,note
130622,4995,6
19107,3751,6
64150,1923,6
50297,339,6
92269,1197,6
114412,5816,5
94750,1717,5
64060,1747,5
120379,2572,1
12026,6863,6
99208,2028,9
113655,3301,5
120415,2396,7
104349,4262,6
102038,2420,5
72659,2268,8
38756,1721,7
4696,4865,7
15655,8798,8
91904,1882,1
98909,316,3
3513,587,9
128354,1918,5
103088,457,5
105059,2058,5
101768,2396,7
106474,2628,7
120575,3147,7
18471,3363,7
120290,1597,7
105756,35836,3
116498,235,6
68358,4246,7
60923,2770,4
80103,3418,3
135976,1073,5
6978,2167,3
63834,1617,8
8541,2717,5
57626,110,9
74628,5816,7
105040,1610,7
119531,6947,8
130622,1962,7
6112,3108,7
27666,2628,5
80103,2001,3
58177,4979,7
47422,377,7
89307,2490,5
114805,8641,3
11081,1608,4
48644,1517,5
78340,4022,7
54549,2987,6
109152,2671,5
127871,4370,5
83556,1617,6
44501,70,5
71928,440,3
128566,3255,4
122319,5995,6
69662,5952,9
107324,2959,7
131910,608,9
101110,3020,7
119271,1080,7
92485,4896,5
13064,2539,5
56520,2329,9
66825,1060,7
136875,8368,8
88312,593,5
12950,1921,3
113209,1339,5
29056,288,4
74289,434,1
22901,4027,7
77696,4034,7
105580,141,5
108248,2006,5
37264,364,6
21861,1250,8
33349,2424,5
74222,1084,6
85190,6502,7
24830,8360,9
99208,4246,5
19590,5377,8
31244,8917,8
115870,6373,7
24661,3255,9
29673,2012,6
52661,1275,7
117948,3826,6
116900,1597,4
50599,1333,9
29575,2288,4
88527,1200,9
11902,2321,5
55765,1784,8
112988,4973,9
95327,4306,5
45919,1193,7
100358,4571,3
116302,5218,6
62160,3578,6
66088,4011,7
4358,3552,9
112418,442,5
74208,1676,7
22550,3082,5
9544,1320,5
67544,1270,7
89364,2700,5
86913,527,9
94259,3210,5
76625,2997,7
51227,6502,2
121328,5218,7
116375,4370,7
121870,2080,6
50943,1278,8
5843,300,7
18471,4027,9
15701,49272,4
67604,3793,7
88795,2058,7
52009,1027,1
84958,2797,7
79437,1210,6
8739,1246,9
118106,1729,7
28771,196,2
44492,2706,8
80099,592,3
56257,4643,5
114095,316,4
77696,1721,5
99386,1912,5
128503,1263,5
136875,648,8
22963,1552,1
124163,1584,7
103872,163,7
131484,3703,3
39181,2683,5
23039,33493,7
48405,6537,8
21163,2628,3
1185,587,6
92011,2947,9
91349,6218,6
23039,3578,8
13718,153,4
92516,1375,7
26888,539,7
54494,3301,5
81706,6373,7
62051,1391,1
25511,2174,9
93920,1968,7
22189,25,7
36821,50,9
32161,2791,6
43384,5956,4
105059,4571,9
30626,3755,2
39099,1246,7
80361,2406,7
137686,2959,9
62340,2124,2
84111,2054,7
117015,2003,8
3971,5816,7
17455,1080,7
70770,1580,5
116317,7361,7
40483,44195,6
27210,457,5
23061,2019,9
43451,208,3
43194,1876,4
2568,5266,4
44296,208,5
130280,10,7
15601,442,1
12026,2395,8
10460,2021,7
45983,858,9
44882,141,7
121333,367,3
54459,454,5
48929,1610,7
10678,4022,7
53018,1120,7
52225,3033,9
39154,2716,5
70877,16,9
91904,3698,3
86676,4896,8
7784,924,6
102262,5060,5
105308,1222,8
135033,589,7
27210,485,5
91626,750,7
23317,2762,3
22122,442,3
125969,1597,3
117054,51255,6
88228,1690,5
394,337,8
96523,34048,6
56961,788,5
10164,1653,6
66263,2105,7
128653,608,9
86913,1721,9
27469,4886,6
83090,2054,5
38251,4975,7
100371,5528,7
62812,1747,6
46545,1028,8
97533,296,9
10616,1265,8
87164,1580,7
60181,150,8
14034,1265,8
72983,3751,7
11719,480,8
138162,2,5
122134,30707,6
80185,2490,2
53335,3210,7
19776,3362,9
64271,4027,7
101127,628,8
82739,2529,7
61030,1206,7
50211,3996,7
90138,2012,2
55651,1193,8
5726,736,1
34202,594,4
46095,2762,5
50566,4720,5
41267,8783,6
16398,293,8
54107,2987,8
8647,485,9
115176,3755,6
117015,2002,9
55389,1517,7
43317,2012,8
41165,858,7
76737,1288,9
67527,1090,7
126527,2470,6
137202,2424,5
110227,1610,6
86768,1288,7
107326,1954,5
14034,4886,7
19937,1580,7
32344,1394,9
105308,1246,7
12044,6333,5
586,3826,5
26640,1610,5
52116,288,6
73787,4848,5
5768,4979,7
100169,1120,6
122534,3033,5
13753,337,9
43525,596,6
138307,1200,7
48527,2012,1
120105,3006,7
138208,8360,5
38267,1562,3
129746,1095,6
65431,1097,7
99518,6377,6
67527,1374,6
37253,1084,3
72465,6373,7
123334,4855,4
98687,1219,4
4696,293,9
42069,6333,6
7036,2353,6
9087,3868,6
57626,4995,7
9145,2617,4
35227,3252,6
60762,3247,1
8405,3253,7
18628,6502,6
114299,1380,6
82082,1968,7
37897,3698,8
50603,2161,5
26582,8874,8
102888,1282,7
92011,6365,7
79367,590,6
98470,1921,7
108195,3039,7
100169,1225,7
95239,1704,5
51507,1391,7
34103,1198,8
64882,1047,2
45619,5459,7
1972,592,7
64843,1210,7
614,316,3
92485,6947,6
93219,2915,1
67527,36,6
51703,2321,7
74036,1645,7
60018,196,5
128309,8622,7
118848,1225,8
69850,4002,7
812,1092,5
42692,2353,4
23861,1747,3
57626,7147,7
16606,3147,9
84476,1090,7
76997,3555,7
111176,33794,4
50599,1270,9
60923,3809,4
98494,3535,3
99781,6333,7
113991,3020,7
34670,1909,7
120312,4018,5
33575,733,7
43945,1199,7
98494,1230,5
78740,2105,5
77018,3578,9
55765,1729,7
20372,608,4
104141,1345,7
132187,3301,7
70576,2080,4
80207,1690,4
22550,161,5
15616,5507,3
60018,377,7
125777,3751,6
359,2245,7
7699,788,6
75153,4262,7
42913,2005,5
136989,4734,1
111912,8949,7
80920,7147,4
14280,4085,6
42506,1291,7
132039,1625,8
138208,6,5
7321,3087,9
67443,1035,5
10303,910,7
95262,5445,7
51978,5945,5
115115,2021,7
1966,539,7
11333,1356,4
60762,1645,5
114406,33794,3
127486,586,7
86456,2000,7
6630,185,3
88773,4262,7
6873,1258,9
3513,2000,9
68250,1882,7
43209,380,7
72517,1617,8
48929,165,4
52520,2403,5
31122,4370,6
18415,1921,7
101171,587,5
87062,6,8
57735,3160,8
42096,3948,7
108142,4085,4
126527,4973,7
119148,1921,6
89364,2987,7
49817,3755,5
129805,59315,5
137746,3252,7
79601,597,7
13964,442,5
94890,597,8
43180,1136,9
118416,6537,7
768,6365,6
128203,5945,7
3907,1230,8
18765,6863,7
2099,1035,0
109883,454,5
34103,2770,8
11333,1101,6
80034,2502,7
70940,2717,7
84111,2641,7
28222,508,8
97521,1377,6
23061,1080,7
108248,163,5
15486,3020,6
92636,8949,4
60441,5952,4
28744,3175,6
89454,788,3
31503,1377,3
29499,1682,7
101968,253,6
74707,1358,9
66143,4018,5
45619,1234,6
90500,2701,2
24127,4718,3
20506,2858,7
91893,4239,8
2762,2947,5
115087,2302,7
45096,2028,3
24816,3006,7
77247,2716,7
137277,6711,7
67022,3039,9
86736,527,8
111088,367,5
74967,6874,7
108142,2076,5
6873,3421,7
134567,1608,5
35352,2490,5
33092,4901,7
135425,2717,6
17635,5445,7
39734,597,5
91904,3033,7
24127,2100,7
76625,32,7
134156,4886,5
79357,3809,7
98213,3471,9
95301,1035,9
77142,2427,1
66263,1302,9
110656,37733,8
5393,6,5
15208,1408,3
23061,7438,5
12793,6218,6
110858,110,5
3664,51255,7
21601,480,7
86529,2161,8
127171,1407,4
59373,337,8
64191,923,7
38156,1610,7
83823,1805,2
79159,337,4
55493,3087,3
127501,4886,7
132386,30707,6
110004,2858,8
3971,6947,8
98528,3087,7
84476,30707,3
121381,5266,6
23180,1527,5
48929,1079,7
3318,153,7
76595,357,5
105693,1240,9
127713,367,5
24661,153,5
91709,2478,1
102159,2011,1
5784,5445,9
138208,1307,7
9175,1394,7
42096,593,8
34103,1682,6
3171,165,5
96859,3033,5
67527,1,7
101242,1092,1
121535,440,3
105059,1196,9
32717,357,7
80771,1307,8
1849,1291,7
10303,1573,5
28744,5952,8
34440,1485,5
118534,3039,9
121894,2571,9
14994,5995,6
125456,3147,5
107769,223,5
33713,208,5
46744,5502,7
100438,2291,5
30626,6537,5
55237,784,7
1516,4995,2
23459,3608,6
39937,2193,6
110847,344,6
78340,185,5
96859,541,7
60018,6333,9
42204,5989,5
128566,5010,6
64949,910,7
112988,1479,5
33349,4643,2
44241,2355,7
121333,10,1
102038,3081,3
136054,1307,7
80361,5669,7
87164,39,5
63799,316,3
79357,2054,5
71992,34,5
38156,1200,8
102001,1394,8
67996,3949,5
99342,1234,6
109744,4878,5
23437,1732,1
114992,2699,5
89307,1127,4
24691,380,1
84111,1371,3
70883,919,4
12158,1371,0
34576,595,5
123334,3176,4
118534,1912,7
9720,1060,5
138162,410,7
103654,2858,8
35004,2081,6
14081,1345,6
76024,3499,5
20132,32,7
67075,2291,3
52877,2329,8
77142,2194,5
61000,587,5
39734,1466,5
71928,1639,5
29069,466,5
19305,910,7
10443,1580,6
34494,8641,5
112913,141,7
115496,3254,4
67546,1246,9
24143,4734,5
12026,1704,6
4129,1485,5
105308,339,8
108123,2858,9
60138,3753,6
4529,2490,6
85558,2890,6
70073,1358,7
71121,6874,6
122679,1777,5
114805,95,5
135033,586,3
92485,608,8
125659,33794,8
42640,3418,6
35227,7361,5
89081,2011,8
117054,920,9
58177,163,5
119367,1962,9
8805,1876,5
34856,1136,9
122980,8798,3
66201,2054,4
50041,543,5
15585,6333,9
66049,3481,8
132386,4979,9
125794,173,5
39647,1997,7
101127,2329,9
1763,2716,7
43402,1183,7
81583,1918,5
9545,344,7
44576,1556,3
100669,1213,8
116960,593,9
12950,3911,5
96225,1073,5
82788,750,8
77696,3698,5
51703,2273,5
75141,904,7
1972,4718,5
50567,2717,5
113181,4370,5
10292,4816,6
9930,7147,6
20132,1393,9
39937,3481,6
75618,3105,7
15601,7361,8
6314,593,8
26067,1921,7
80949,442,3
10389,8360,7
24425,5299,3
6314,163,5
118205,6502,5
62800,1552,5
74356,1214,6
66263,1,9
2657,8784,8
52260,3555,6
44384,7143,5
92616,59315,8
3284,3624,7
32161,316,5
18706,1923,5
109745,3499,7
10937,2791,7
3618,50,9
23055,4011,9
107126,3081,5
116127,4270,5
26062,3753,5
11794,32,7
80844,2490,5
8966,2028,7
971,3160,6
21349,2023,5
131910,6947,5
14034,7361,7
4276,3994,3
5768,3363,5
116960,4979,2
54469,648,7
103088,110,6
53930,316,3
13064,70,7
135071,2076,3
28771,2571,7
56218,5952,9
107628,1610,6
117054,1250,8
106802,292,2
134637,2194,7
101275,1831,5
86676,3555,8
11902,858,9
12973,1610,7
76104,1917,5
72008,1394,9
37530,8665,4
131698,1259,6
24143,3717,5
130459,1127,6
85640,3578,5
156,3448,9
89495,253,4
10292,1265,7
21078,913,5
130019,1097,9
72465,648,7
43666,913,7
23173,1805,4
31838,924,5
43209,1717,5
59373,4085,1
122310,1288,7
132187,1527,9
41517,4321,3
59702,32,5
110758,3578,9
65297,4896,6
23437,1391,5
28529,2657,5
54447,4262,7
74028,33493,9
70379,7143,8
28906,750,7
88228,508,9
65670,4886,7
135984,1196,6
92011,3698,5
33575,7147,6
68358,1339,7
83334,4816,4
111088,6874,7
43194,1500,9
49734,3702,8
108248,4993,9
125924,30707,7
15781,551,7
4914,1219,7
18390,3020,6
74076,3481,5
105693,6,9
108248,1206,1
55848,2763,5
35282,150,8
87135,1573,6
50421,1206,7
34576,6537,5
130019,920,7
108028,508,6
76486,6377,7
25092,2001,5
22205,434,2
70282,58559,9
122380,784,5
85640,316,7
135418,150,4
35834,8641,4
22189,520,3
62040,2396,6
89307,2291,7
27482,3176,7
39583,2529,7
87506,1407,7
23333,6365,6
15486,2167,6
107769,3421,4
75469,553,7
126527,589,7
133410,1288,7
34856,912,7
13955,589,6
110758,1722,5
76437,7438,6
42152,4979,6
42506,5669,7
67544,5388,6
54549,33679,5
12490,2245,6
122319,594,5
135015,1584,7
41165,6218,6
65304,910,9
34587,442,3
76024,4720,6
82788,3448,6
83081,49272,8
110307,3555,7
81380,2640,8
48929,1676,4
121381,208,4
32632,1617,9
97860,16,5
66362,904,6
23190,296,7
76024,292,6
26480,2420,6
72008,1242,9
105693,39,7
23061,2409,6
34651,1080,9
7784,37733,7
2762,5669,7
110991,1266,6
91709,2395,4
77630,2019,9
138254,2858,7
134159,1291,7
111912,30793,7
99156,349,5
76540,1732,5
64191,4022,5
26582,1375,5
76213,1258,7
4150,1333,9
29037,2000,8
62040,539,6
136877,5349,7
22411,1201,7
90078,1213,8
42369,4447,7
89307,1377,5
118174,1198,9
68215,2407,1
108142,2420,5
108248,1214,5
83947,1265,7
71264,2599,5
13718,1206,5
12802,1270,9
46645,6333,5
64882,8949,7
47476,1562,5
117259,6,6
43217,4306,7
19305,1527,6
73611,923,9
6964,1230,9
134637,5218,4
100371,5388,7
84916,1682,7
78453,1805,7
122310,953,8
126474,4085,4
132187,377,9
16676,6218,9
34576,2355,5
18069,4975,6
127256,3751,9
84111,539,3
62800,337,8
21391,3418,7
129746,923,8
135828,6947,4
67830,1028,9
110858,1912,6
110826,3996,7
59544,2959,8
110826,1690,5
108028,2003,4
44576,410,3
27531,293,6
80501,1203,9
78681,2706,7
10389,5952,7
94985,4963,3
128050,2628,7
75810,4855,7
45709,3020,4
50041,185,6
52520,6377,3
83275,16,7
15781,356,9
101420,1779,5
27189,1196,8
78644,6218,6
102001,3301,5
18069,541,7
54469,2324,9
12140,3717,2
125008,1213,9
73026,1343,7
23317,2174,1
125178,1233,9
55479,34048,2
113610,33679,5
35037,1234,7
127713,37733,7
131904,5218,6
106976,3555,6
34770,2948,9
79357,2248,9
60762,2003,5
49554,2245,7
63132,2268,5
52009,337,9
95327,4226,9
13964,33679,4
31122,260,8
49999,597,9
32514,4027,5
105498,919,8
103223,2355,7
66533,1219,4
51384,3256,3
117789,1097,7
87164,3911,5
119271,4865,5
52260,292,6
96244,4034,8
42871,1556,0
79367,8665,6
101963,594,9
127501,1779,7
14280,1552,8
55765,3793,8
60923,3105,7
102888,1198,7
37530,1517,3
125456,7153,6
108028,2539,2
114412,4993,8
68892,2003,6
36821,1584,5
18471,5378,5
40285,4270,2
6366,1580,7
37145,1036,7
39734,50,9
108186,2355,6
83556,5816,7
94541,5464,6
59477,2329,6
78308,208,3
37914,2918,9
114096,2915,6
65431,2617,7
89242,3785,6
29499,2947,7
69850,1288,9
70854,3809,7
85525,6711,9
8805,553,5
42353,5528,4
68215,2248,5
31244,51255,7
9197,953,9
73303,1225,6
87094,25,9
39579,4239,7
122980,778,2
27463,509,8
3629,1240,7
23190,2245,5
33402,231,9
85926,5266,1
26480,2712,6
95993,208,0
58069,3793,6
61610,1060,9
33052,1653,7
68818,2791,7
13494,5010,4
71992,1394,5
127871,3160,9
45096,2407,5
52457,344,5
10616,2791,4
34440,32,8
52116,1221,9
26062,364,6
109152,2003,5
98470,589,6
94090,3210,7
130459,5679,5
359,3948,7
98597,474,7
8966,1089,9
28195,6539,7
28906,1645,7
70201,2406,5
96601,2193,8
57398,1617,9
10616,8622,8
126269,3863,5
98420,2985,3
39583,551,9
66263,5679,3
51199,2529,6
21186,55820,9
76625,36,9
45983,1377,5
39497,300,5
113655,2871,6
51558,4995,8
101458,2455,7
28651,173,6
58802,2712,7
114659,32,7
46470,2470,5
56257,608,5
97141,2002,7
31503,2948,7
4696,8636,9
35282,4239,6
114095,2115,5
15964,1136,7
78356,1617,9
75012,111,7
110846,235,5
116900,4571,5
42369,3481,6
8805,4306,7
39154,3489,5
12802,1917,6
24816,50,7
62051,1918,9
34587,2700,0
22213,3114,5
45461,608,8
88804,1193,9
56720,3911,8
123754,3363,9
130110,8360,9
111373,1291,9
49562,2539,7
81706,1222,7
72983,1027,6
102599,1200,9
5157,110,9
138325,1690,4
41215,3755,5
119989,541,8
49205,316,6
90583,1732,7
75469,1610,8
15478,592,5
128653,353,7
114270,3996,7
119048,736,4
19242,260,9
71328,1339,9
119989,1221,8
92269,553,7
112365,1339,2
45015,1036,6
768,1387,6
58353,3020,7
137501,5010,7
122364,736,9
126072,196,8
57735,5388,6
106680,1101,5
52479,10,6
92956,8783,2
99347,3793,7
80103,3686,5
111912,4571,6
21186,1047,7
87283,4306,8
12158,4963,1
114624,1517,5
134567,2002,7
61168,1233,7
8932,1221,9
83331,589,5
104824,1777,5
39497,2916,6
14908,1304,6
73293,2918,6
7487,1961,5
45619,3253,7
125794,5528,7
123352,3753,7
111912,2011,7
132095,2355,5
52260,5464,5
61696,6502,7
132185,480,6
76104,1500,3
80141,1676,4
19963,5218,5
4222,2599,7
88738,4963,7
95726,3481,7
132466,1266,9
28035,1302,5
16924,590,1
66836,2273,4
66263,32,7
15497,2012,5
38899,5952,9
38156,32,6
121052,6539,5
124163,2396,5
66836,5679,2
112301,3751,4
101861,1266,3
98528,368,7
63799,589,7
10164,33794,7
60138,59315,7
43296,4963,1
58353,586,7
76307,4011,5
109245,628,4
110846,3006,8
2843,2987,3
82082,2245,3
77884,3996,8
66401,5989,8
116317,509,7
27189,5459,7
26640,1345,6
96601,6539,8
96684,353,6
21078,1639,5
49554,296,9
15194,586,5
135425,1073,4
29056,1371,2
73787,185,3
98687,153,5
93227,4321,7
45709,1230,6
66649,316,7
8739,5060,7
39346,4270,4
95501,2791,5
39382,2712,3
123817,4226,7
66617,208,0
17127,1356,0
57626,1127,7
9562,788,5
76437,2657,3
21163,1307,5
42913,4720,5
32344,1729,6
67527,2916,5
57716,2985,6
116127,539,1
50045,3703,7
78681,4367,5
56083,1747,9
10164,953,8
24830,1517,7
47476,500,5
63705,55820,6
45987,3535,5
59702,2174,7
118754,3020,7
65304,5060,9
39583,912,9
87094,2916,6
40666,1639,3
73293,1339,5
25511,2997,9
40316,3020,5
99937,2005,9
134290,2321,5
127063,3175,7
73364,608,9
83331,7361,9
3618,30707,8
115982,2700,8
54251,3608,5
78728,32587,7
15194,778,8
89402,904,9
121328,474,6
16551,32587,6
2484,410,7
28222,8622,7
127486,4246,9
60361,2539,3
65387,778,8
5726,16,5
130716,5989,6
105640,2329,6
106802,3702,4
31712,4367,5
111373,3247,4
10649,2640,6
41877,3948,5
136054,1552,4
98597,4246,5
121436,1831,6
50041,508,8
31244,2194,7
86741,2997,5
83334,2529,4
84111,1673,5
78305,750,7
84108,2100,4
67544,1784,3
131904,3255,6
60018,1036,7
114095,858,8
63459,4995,7
50567,3623,1
41281,1653,6
83949,11,5
48904,4226,8
91349,1258,7
4222,553,7
121535,3176,7
97521,3623,5
107769,2539,3
105693,7438,6
35128,1527,7
93219,2003,3
120105,648,5
80034,2248,5
93710,165,4
137885,2409,5
40058,1240,9
89402,6934,5
5352,153,4
121052,2770,7
71315,2248,9
50603,4896,7
48033,141,7
48677,30793,5
112762,1580,7
121930,5349,6
4967,165,7
69683,2291,7
15964,6365,5
37145,1917,6
79601,2353,7
8963,1240,5
94259,3105,5
134497,4367,3
27189,1962,6
137377,353,5
137885,2174,1
131961,6539,7
10389,1035,7
79967,2174,7
21163,1270,3
81000,1136,4
18496,1375,5
21078,2003,3
100712,1084,5
6978,2403,6
99448,6502,2
124460,2006,4
99781,1358,9
54251,2011,5
7828,595,3
47476,3147,7
113073,2193,7
95993,1994,5
19711,1221,7
102001,8368,5
27210,2003,1
96370,1090,6
37695,4226,7
59477,165,4
105498,2395,9
109687,2710,6
134637,1805,5
56847,2002,5
775,1214,9
61696,353,9
72465,6377,6
100801,2542,9
116590,1214,4
100781,1333,8
68026,4447,7
93920,1333,5
66317,1097,7
37145,1584,9
127840,592,5
2669,1747,7
20372,919,2
65295,953,9
99448,1206,6
83334,2278,6
120450,2268,5
24143,596,7
424,32,7
37051,5816,9
81267,344,7
12026,367,5
2843,4022,0
93710,520,5
8405,2,5
60135,6874,7
120415,1690,7
100438,231,7
61053,1729,7
9116,1275,7
43194,44191,9
103203,924,5
129540,4816,7
50746,5502,9
89495,904,9
113073,648,8
101127,3052,5
32094,480,6
135418,1199,6
93234,3020,7
46744,2409,5
76630,1690,4
105588,6863,2
126072,2616,7
52661,2273,5
84752,1208,5
60138,1517,6
101165,953,4
76292,4239,5
74628,32,7
30799,586,6
14506,8961,3
114270,586,6
97533,2012,5
113181,1073,5
84558,2997,9
11719,2858,7
129540,4306,9
41283,2529,7
18415,5445,9
44241,1371,3
50421,16,6
100254,3081,7
98470,6711,7
10678,8917,7
105498,3147,7
128503,8636,5
83275,153,5
77142,3147,9
71189,3868,8
13730,923,5
120415,593,7
45406,1394,9
109744,588,5
42353,1343,7
19305,1079,6
108223,1215,9
22122,6934,5
65180,1387,9
78437,6539,7
70576,1608,0
86839,910,9
99360,1479,5
124163,520,5
78453,1073,7
52661,903,7
50746,784,1
75469,296,6
40483,1676,4
61696,1028,7
129159,2916,7
42640,5445,6
88821,1345,6
2484,173,1
2099,788,5
79713,8641,8
101110,2080,9
9145,1882,1
92499,595,6
63132,357,6
102159,1682,9
50168,8665,8
102599,1617,5
136054,440,5
27854,2396,7
128354,3608,9
133811,2700,9
108028,2193,4
13064,953,9
89402,39,5
134773,2124,3
51199,1060,7
80092,47,6
107628,3698,4
127689,1263,9
2099,1285,7
27666,1343,5
58177,2011,5
92706,1394,6
40058,4571,7
22901,2706,3
90968,2000,2
102001,6365,5
69662,165,6
43296,3499,9
81583,1343,9
90861,2407,3
34494,442,6
71928,2641,4
67443,1291,7
86676,1876,8
35514,4085,5
118205,2080,7
30497,8783,8
13666,356,7
40058,480,7
120450,1210,6
37530,2407,5
103088,924,9
21664,1876,7
32861,1084,4
86768,2572,3
16162,1242,5
31181,1219,5
66617,2916,2
58353,1393,7
26480,2161,6
97853,3624,4
768,1127,6
136989,1690,1
42204,1921,7
15208,316,4
12140,357,7
6719,3210,7
17333,50,9
13753,1345,5
28035,231,5
96265,32,7
101275,2717,7
127171,1088,1
71264,35836,7
25101,2641,5
4967,368,5
78229,485,2
22411,608,7
96482,4963,3
102888,2717,5
95501,1625,6
57727,4963,6
109152,2278,3
89799,6377,5
66649,2329,9
10937,1073,3
85389,1234,7
13730,3755,7
74028,434,7
50294,4370,3
60427,141,7
25411,1779,3
136599,3256,6
78356,920,7
17333,39,5
73611,380,5
23130,4993,6
81380,4975,2
812,3753,1
20294,2005,7
76292,3252,3
68507,5464,8
54160,1214,7
76307,3255,6
108223,1233,7
60018,2002,8
69850,2395,3
37925,7143,5
72929,3578,7
27141,3752,4
93710,3254,3
5352,3421,7
112913,1584,5
13494,1674,4
