userId,movieId,tag,title,Directors,Principal,runtimeMinutes,category_Adventure,category_Action,category_Crime,category_Thriller,category_Animation,category_Children,category_Comedy,category_Fantasy,category_Romance,note
34402,2617,483,6276,3207,465,124,1,1,0,1,0,0,1,1,0,6
55493,4558,48,9530,1384,277,107,0,0,0,0,0,0,1,0,0,5
104824,30707,531,6048,591,1502,132,0,0,0,0,0,0,0,0,0,5
24425,1584,678,2042,2954,1896,150,0,0,0,0,0,0,0,0,0,7
104725,1266,331,9623,591,744,130,0,0,0,0,0,0,0,0,0,6
48038,6502,46,83,689,721,113,0,1,0,0,0,0,0,0,0,8
32671,500,134,6253,507,3363,125,0,0,0,0,0,0,1,0,0,6
19305,590,495,2263,1969,2219,181,1,0,0,0,0,0,0,0,0,7
15208,4718,730,418,1389,1716,108,0,0,0,0,0,0,1,0,0,0
88228,2012,290,729,2954,2726,118,1,0,0,0,0,0,1,0,0,5
775,2701,71,10055,263,4082,106,0,1,0,0,0,0,1,0,0,1
65401,1270,290,727,2954,2726,116,1,0,0,0,0,0,1,0,0,6
116361,4896,241,4023,507,842,152,1,0,0,0,0,1,0,1,0,4
20372,1639,772,1759,1981,349,113,0,0,0,0,0,0,1,0,1,3
32344,8949,602,8275,102,3058,127,0,0,0,0,0,0,1,0,1,6
67527,1242,142,3671,917,2637,122,0,0,0,0,0,0,0,0,0,6
61495,5266,718,6904,728,1896,112,0,0,0,1,0,0,0,0,0,5
97860,5418,690,1317,865,1263,119,0,1,0,1,0,0,0,0,0,9
119048,3499,806,6074,2878,1631,107,0,0,0,1,0,0,0,0,0,7
127063,1073,136,10065,2323,1328,100,0,0,0,0,0,1,1,1,0,5
133133,2701,71,10055,263,4082,106,0,1,0,0,0,0,1,0,0,0
94976,1997,361,3003,3535,1131,122,0,0,0,0,0,0,0,0,0,5
83959,509,528,7084,1502,1510,121,0,0,0,0,0,0,0,0,1,0
91867,587,304,3592,1607,3043,127,0,0,0,1,0,0,1,1,1,5
110255,1748,782,2283,94,3421,100,1,0,0,1,0,0,0,0,0,7
126184,25,227,5310,2430,2931,111,0,0,0,0,0,0,0,0,1,7
26193,70,685,3452,2936,1461,108,0,1,0,1,0,0,1,0,0,3
127450,2006,723,5864,2259,261,136,0,1,0,0,0,0,1,0,1,5
71928,34048,29,9834,3248,3882,116,1,1,0,1,0,0,0,0,0,4
21078,1061,380,8360,260,3319,147,0,0,0,1,0,0,0,0,0,7
56720,344,317,190,3413,1863,86,0,0,0,0,0,0,1,0,0,7
127138,736,496,9534,1499,1478,113,1,1,0,1,0,0,0,0,1,7
92637,454,419,3225,3281,3882,154,0,0,0,1,0,0,0,0,0,5
133703,1573,11,3044,1790,1984,138,0,1,1,1,0,0,0,0,0,6
66049,527,405,7996,3248,2392,195,0,0,0,0,0,0,0,0,0,6
21391,1923,287,9143,3610,547,119,0,0,0,0,0,0,1,0,1,5
3513,1061,380,8360,260,3319,147,0,0,0,1,0,0,0,0,0,5
89299,2657,181,7762,1639,3840,100,0,0,0,0,0,0,1,0,0,1
48465,2915,731,7702,2614,3882,99,0,0,0,0,0,0,1,0,0,5
73611,8783,713,9745,2155,3614,108,0,0,0,1,0,0,0,0,0,6
102262,4878,738,2635,2834,1619,113,0,0,0,1,0,0,0,0,0,6
78728,4963,343,6668,3247,1337,116,0,0,1,1,0,0,0,0,0,7
69426,2019,176,8118,38,3932,207,1,1,0,0,0,0,0,0,0,9
69378,4975,226,9700,439,3882,136,0,0,0,1,0,0,0,0,1,6
98865,593,644,8282,1816,1896,118,0,0,1,1,0,0,0,0,0,3
12131,3448,771,3745,260,3363,121,0,0,0,0,0,0,1,0,0,6
68183,3994,713,9586,2155,518,106,0,0,0,0,0,0,0,0,0,8
118754,953,371,4773,1034,1666,130,0,0,0,0,0,0,0,1,1,7
77385,553,331,9336,3610,2288,130,0,1,0,0,0,0,0,0,0,9
6373,597,615,7260,1094,3269,119,0,0,0,0,0,0,1,0,1,7
123817,2640,707,8853,2825,709,143,1,1,0,0,0,0,0,0,0,7
54459,1090,82,7142,2559,631,120,0,0,0,0,0,0,0,0,0,9
22352,5989,74,1682,3248,2378,141,0,0,1,0,0,0,0,0,0,6
40008,2671,615,6631,2974,1529,124,0,0,0,0,0,0,1,0,1,5
62984,474,638,4595,3557,744,128,0,1,0,1,0,0,0,0,0,7
119013,2616,68,2533,3504,4052,105,0,1,1,0,0,0,0,0,0,3
10389,2716,710,3611,1384,409,105,0,1,0,0,0,0,1,0,0,7
77560,1673,567,1277,2638,2574,155,0,0,0,0,0,0,0,0,0,7
75810,485,48,5219,1753,277,130,1,1,0,0,0,0,1,1,0,1
121381,2105,729,9458,3239,1773,96,1,1,0,0,0,0,0,0,0,5
27531,3087,140,8024,2825,409,101,0,0,0,0,0,0,1,1,1,4
15781,1220,487,1241,1741,1931,133,0,1,0,0,0,0,1,0,0,9
137686,4973,370,391,1546,301,122,0,0,0,0,0,0,1,0,1,7
8152,2391,327,8305,3047,411,121,0,0,1,1,0,0,0,0,0,6
39099,2291,192,2825,3351,1989,105,0,0,0,0,0,0,0,1,1,9
25511,5299,615,6321,1683,2913,95,0,0,0,0,0,0,1,0,1,0
63643,4022,697,1664,2954,3887,143,0,0,0,0,0,0,0,0,0,7
34770,1027,19,7734,1979,2219,143,1,0,0,0,0,0,0,0,0,9
122134,1,746,9385,1742,3887,81,1,0,0,0,1,1,1,1,0,6
74222,3623,11,6091,1790,3882,123,1,1,0,1,0,0,0,0,0,2
50570,3785,687,7986,1937,211,88,0,0,0,0,0,0,1,0,0,0
87283,3949,228,7602,698,1131,102,0,0,0,0,0,0,0,0,0,9
113181,33794,193,837,564,683,140,0,1,1,0,0,0,0,0,0,7
103889,3755,496,7026,3557,1337,130,0,0,0,1,0,0,0,0,0,3
28611,509,528,7084,1502,1510,121,0,0,0,0,0,0,0,0,1,7
100254,1580,29,5963,263,3907,98,0,1,0,0,0,0,1,0,0,6
76540,2542,294,5492,1257,1719,107,0,0,1,1,0,0,1,0,0,3
71928,1732,149,1061,3610,1773,117,0,0,1,0,0,0,1,0,0,9
100669,6373,310,1470,3413,1863,101,0,0,0,0,0,0,1,1,1,7
45983,180,772,5736,1981,3567,94,0,0,0,0,0,0,1,0,1,5
8152,466,544,4305,1624,631,86,0,1,0,0,0,0,1,0,0,1
39382,3421,153,503,1741,1931,109,0,0,0,0,0,0,1,0,0,7
110706,5995,405,7082,2986,38,150,0,0,0,0,0,0,0,0,0,5
60361,8368,241,4022,107,842,142,1,0,0,0,0,0,0,1,0,7
48033,165,11,2540,1753,518,128,0,1,1,1,0,0,0,0,0,5
52457,2000,314,5352,2825,2681,109,0,1,1,0,0,0,1,0,0,7
120133,1393,538,4849,439,3882,139,0,0,0,0,0,0,0,0,1,9
76292,912,371,1652,2354,1541,102,0,0,0,0,0,0,0,0,1,9
72517,196,29,8536,2972,2889,108,0,0,0,0,0,0,0,0,0,6
115176,4558,48,9530,1384,277,107,0,0,0,0,0,0,1,0,0,6
33736,923,371,1858,2572,2993,119,0,0,0,0,0,0,0,0,0,6
27007,924,678,65,3177,2173,149,1,0,0,0,0,0,0,0,0,9
113991,4011,332,8409,1257,1733,104,0,0,1,1,0,0,1,0,0,6
114544,2012,290,729,2954,2726,118,1,0,0,0,0,0,1,0,0,3
96600,1089,351,7608,2766,1461,99,0,0,1,1,0,0,0,0,0,7
53799,5266,718,6904,728,1896,112,0,0,0,1,0,0,0,0,0,8
66836,5945,431,174,102,1598,125,0,0,0,0,0,0,1,0,0,7
67546,527,405,7996,3248,2392,195,0,0,0,0,0,0,0,0,0,5
54693,4718,730,418,1389,1716,108,0,0,0,0,0,0,1,0,0,5
57056,1196,676,8637,1370,2565,124,1,1,0,0,0,0,0,0,0,7
107579,5378,676,8634,1149,1463,142,1,1,0,0,0,0,0,0,0,6
122364,5378,676,8634,1149,1463,142,1,1,0,0,0,0,0,0,0,9
91349,589,290,9051,1436,277,137,0,1,0,0,0,0,0,0,0,7
122380,1120,567,7011,2444,4109,130,0,0,0,0,0,0,1,0,0,7
26162,1259,760,8609,2878,4073,89,1,0,0,0,0,0,0,0,0,4
119963,2193,258,10064,2988,3977,126,1,1,0,0,0,0,0,1,0,9
118174,39,731,1930,130,118,97,0,0,0,0,0,0,1,0,1,1
50943,1517,687,658,1523,2798,94,1,1,0,0,0,0,1,0,0,7
31404,2355,158,1486,3610,2232,95,1,0,0,0,1,1,1,0,0,7
45619,6218,388,969,1248,3017,112,0,0,0,0,0,0,1,0,1,7
117259,780,29,4624,2980,4082,145,1,1,0,1,0,0,0,0,0,7
23180,8798,53,1960,2375,3882,120,0,1,1,1,0,0,0,0,0,7
106676,1196,676,8637,1370,2565,124,1,1,0,0,0,0,0,0,0,5
32161,34,724,695,517,1636,91,0,0,0,0,0,1,0,0,0,5
32984,466,544,4305,1624,631,86,0,1,0,0,0,0,1,0,0,5
67544,34,724,695,517,1636,91,0,0,0,0,0,1,0,0,0,8
114805,1214,29,323,2864,3614,117,0,0,0,0,0,0,0,0,0,9
66362,8644,610,4502,94,4082,115,1,1,0,1,0,0,0,0,0,6
129159,1304,530,1522,1160,3073,110,0,1,0,0,0,0,0,0,0,7
105756,1073,136,10065,2323,1328,100,0,0,0,0,0,1,1,1,0,8
103654,2948,1,3457,3313,3531,115,1,1,0,1,0,0,0,0,0,4
54113,466,544,4305,1624,631,86,0,1,0,0,0,0,1,0,0,7
94628,3421,153,503,1741,1931,109,0,0,0,0,0,0,1,0,0,9
123352,551,694,6544,1317,850,76,0,0,0,0,1,1,0,1,0,6
7036,1246,458,2365,2719,3363,128,0,0,0,0,0,0,0,0,0,8
91626,4226,711,5952,564,1429,113,0,0,0,1,0,0,0,0,0,7
28195,1375,675,8624,2082,4102,105,1,1,0,0,0,0,0,0,0,7
6636,50,538,9670,420,2232,106,0,0,1,1,0,0,0,0,0,9
28906,1485,153,5365,3413,1863,86,0,0,0,0,0,0,1,0,0,7
4308,356,537,3353,2954,3887,142,0,0,0,0,0,0,1,0,1,9
52685,4370,611,159,3248,1440,146,1,0,0,0,0,0,0,0,0,8
87283,10,0,3724,2259,3150,130,1,1,0,1,0,0,0,0,0,3
11434,543,153,8428,3341,2798,93,0,0,0,1,0,0,1,0,1,1
45015,784,317,1550,278,1863,96,0,0,0,1,0,0,1,0,0,6
118955,1358,531,8373,318,415,135,0,0,0,0,0,0,0,0,0,6
1411,4370,611,159,3248,1440,146,1,0,0,0,0,0,0,0,0,8
89799,8874,107,8185,902,3621,99,0,0,0,0,0,0,1,0,0,7
35834,1597,163,2038,2825,2681,135,0,0,0,1,0,0,0,0,1,6
98494,2716,710,3611,1384,409,105,0,1,0,0,0,0,1,0,0,3
13606,1258,512,8214,3177,1598,146,0,0,0,0,0,0,0,0,0,5
41818,2616,68,2533,3504,4052,105,0,1,1,0,0,0,0,0,0,9
106802,4720,713,6833,78,2932,101,0,0,0,1,0,0,0,0,0,8
135418,1240,235,9054,1436,277,107,0,1,0,1,0,0,0,0,0,6
109883,292,779,6853,3557,1049,127,0,1,0,1,0,0,0,0,0,3
48110,33794,193,837,564,683,140,0,1,1,0,0,0,0,0,0,5
90583,1356,675,8628,1817,3042,111,1,1,0,1,0,0,0,0,0,8
77247,1968,731,1375,1732,1142,97,0,0,0,0,0,0,1,0,0,7
96750,49272,1,1659,2259,835,144,1,1,0,1,0,0,0,0,0,5
40483,1127,29,184,1436,1060,140,1,1,0,1,0,0,0,0,0,4
52457,2746,487,5469,1043,3287,94,0,0,0,0,0,0,1,0,0,4
128233,1047,11,5521,2807,1320,121,0,1,0,1,0,0,0,0,0,8
118848,1923,287,9143,3610,547,119,0,0,0,0,0,0,1,0,1,7
14678,32587,68,8310,3610,2788,124,0,1,1,1,0,0,0,0,0,5
96600,4558,48,9530,1384,277,107,0,0,0,0,0,0,1,0,0,5
42204,1036,314,2538,1753,518,132,0,1,1,1,0,0,0,0,0,6
132187,1408,377,5277,2375,836,112,0,1,0,0,0,0,0,0,1,9
137202,318,578,8186,1036,3848,142,0,0,1,0,0,0,0,0,0,8
37161,70,685,3452,2936,1461,108,0,1,0,1,0,0,1,0,0,7
43661,539,615,8365,2542,3887,105,0,0,0,0,0,0,1,0,1,6
42909,2124,71,208,263,205,99,0,0,0,0,0,1,1,1,0,5
130622,4995,537,898,2988,3428,135,0,0,0,0,0,0,0,0,1,6
19107,3751,8,1782,3610,2681,84,0,0,0,0,1,1,1,0,0,6
64150,1923,287,9143,3610,547,119,0,0,0,0,0,0,1,0,1,6
50297,339,615,9980,1807,3476,103,0,0,0,0,0,0,1,0,1,6
92269,1197,346,7293,2878,577,98,1,1,0,0,0,0,1,1,1,6
114412,5816,241,4017,507,842,161,1,0,0,0,0,0,0,1,0,5
94750,1717,665,8017,3512,2911,120,0,0,0,1,0,0,1,0,0,5
64060,1747,564,9781,260,1049,97,0,0,0,0,0,0,1,0,0,5
120379,2572,731,14,1179,1466,97,0,0,0,0,0,0,1,0,1,1
12026,6863,612,8003,2838,1590,109,0,0,0,0,0,0,1,0,0,6
99208,2028,82,7961,3248,3887,169,0,1,0,0,0,0,0,0,0,9
113655,3301,153,10020,1827,518,98,0,0,1,0,0,0,1,0,0,5
120415,2396,652,8162,1748,1431,123,0,0,0,0,0,0,1,0,1,7
104349,4262,523,7980,378,59,170,0,1,1,0,0,0,0,0,0,6
